Game #,Day,Date,Away Team,Home Team,Away Score,Home Score,OT?
1248,156,2/22/27,Atlanta Cobalts,Columbus Cougars,,,
1249,157,2/23/27,Chicago Rockets,Jacksonville Blood Hounds,,,
1250,157,2/23/27,Oklahoma Twisters,Arizona Heat,,,
1251,157,2/23/27,San Antonio Bandits,Brooklyn Bulldogs,,,
1252,157,2/23/27,Portland Sea Lions,South Dakota Spartans,,,
1253,157,2/23/27,Honolulu Hawks,Denver Mountain Lions,,,
1254,157,2/23/27,Kansas City Metrostars,New York Steamrollers,,,
1255,157,2/23/27,St. Louis Leopards,Raleigh Wildcats,,,
1256,157,2/23/27,Las Vegas Vipers,Puerto Rico Toros,,,
1257,158,2/24/27,Columbus Cougars,Kansas City Metrostars,,,
1258,158,2/24/27,Raleigh Wildcats,New York Steamrollers,,,
1259,158,2/24/27,Baltimore Oceanics,Jacksonville Blood Hounds,,,
1260,158,2/24/27,Las Vegas Vipers,Washington Admirals,,,
1261,158,2/24/27,Lincoln Lumberjacks,Richmond Robbers,,,
1262,158,2/24/27,Portland Sea Lions,Honolulu Hawks,,,
1263,158,2/24/27,Philadelphia Destroyers,Detroit Motors,,,
1264,158,2/24/27,Tennessee Wolverines,Chicago Rockets,,,
1265,159,2/25/27,Cleveland Demons,Jacksonville Blood Hounds,,,
1266,159,2/25/27,Baltimore Oceanics,Philadelphia Destroyers,,,
1267,159,2/25/27,Cincinnati Thunderbolts,Tennessee Wolverines,,,
1268,159,2/25/27,Columbus Cougars,Houston Hammerheads,,,
1269,159,2/25/27,Long Island Blizzard,Nevada Archers,,,
1270,159,2/25/27,South Dakota Spartans,Florida Sunshine,,,
1271,159,2/25/27,Charleston Tsunami,Brooklyn Bulldogs,,,
1272,159,2/25/27,Atlanta Cobalts,New Orleans Whalers,,,
1273,160,2/26/27,Florida Sunshine,Jacksonville Blood Hounds,,,
1274,160,2/26/27,Oklahoma Twisters,Memphis Cannons,,,
1275,160,2/26/27,Washington Admirals,Lincoln Lumberjacks,,,
1276,160,2/26/27,Denver Mountain Lions,Houston Hammerheads,,,
1277,160,2/26/27,South Dakota Spartans,St. Louis Leopards,,,
1278,160,2/26/27,North Dakota Bison,Nevada Archers,,,
1279,160,2/26/27,New York Steamrollers,Seattle Dragons,,,
1280,160,2/26/27,Honolulu Hawks,Atlanta Cobalts,,,
1281,161,2/27/27,Fort Worth Defenders,Iowa Rebels,,,
1282,161,2/27/27,Columbus Cougars,San Antonio Bandits,,,
1283,161,2/27/27,North Dakota Bison,South Dakota Spartans,,,
1284,161,2/27/27,Florida Sunshine,Montana Miners,,,
1285,161,2/27/27,Detroit Motors,Jacksonville Blood Hounds,,,
1286,161,2/27/27,Memphis Cannons,Brooklyn Bulldogs,,,
1287,161,2/27/27,Indianapolis Ghosts,Cincinnati Thunderbolts,,,
1288,161,2/27/27,New Orleans Whalers,Atlanta Cobalts,,,
1289,162,2/28/27,Fort Worth Defenders,Houston Hammerheads,,,
1290,162,2/28/27,Honolulu Hawks,Lincoln Lumberjacks,,,
1291,162,2/28/27,Florida Sunshine,Jacksonville Blood Hounds,,,
1292,162,2/28/27,Columbus Cougars,Atlanta Cobalts,,,
1293,162,2/28/27,Nevada Archers,Montana Miners,,,
1294,162,2/28/27,Brooklyn Bulldogs,Portland Sea Lions,,,
1295,162,2/28/27,Indianapolis Ghosts,Chicago Rockets,,,
1296,162,2/28/27,Charleston Tsunami,Denver Mountain Lions,,,
1297,163,3/1/27,Cincinnati Thunderbolts,Oklahoma Twisters,,,
1298,163,3/1/27,Jacksonville Blood Hounds,Richmond Robbers,,,
1299,163,3/1/27,Seattle Dragons,Kansas City Metrostars,,,
1300,163,3/1/27,Washington Admirals,Fort Worth Defenders,,,
1301,163,3/1/27,Iowa Rebels,Charleston Tsunami,,,
1302,163,3/1/27,Tennessee Wolverines,Indianapolis Ghosts,,,
1303,163,3/1/27,Montana Miners,Honolulu Hawks,,,
1304,163,3/1/27,Cleveland Demons,Florida Sunshine,,,
1305,164,3/2/27,Atlanta Cobalts,Cincinnati Thunderbolts,,,
1306,164,3/2/27,South Dakota Spartans,Las Vegas Vipers,,,
1307,164,3/2/27,Indianapolis Ghosts,Tennessee Wolverines,,,
1308,164,3/2/27,Houston Hammerheads,New York Steamrollers,,,
1309,164,3/2/27,Chicago Rockets,Raleigh Wildcats,,,
1310,164,3/2/27,Honolulu Hawks,Nevada Archers,,,
1311,164,3/2/27,Montana Miners,Portland Sea Lions,,,
1312,164,3/2/27,Lincoln Lumberjacks,Jacksonville Blood Hounds,,,
1313,165,3/3/27,Lincoln Lumberjacks,Houston Hammerheads,,,
1314,165,3/3/27,Brooklyn Bulldogs,Long Island Blizzard,,,
1315,165,3/3/27,Portland Sea Lions,Honolulu Hawks,,,
1316,165,3/3/27,Montana Miners,Arizona Heat,,,
1317,165,3/3/27,Philadelphia Destroyers,Indianapolis Ghosts,,,
1318,165,3/3/27,Baltimore Oceanics,Tennessee Wolverines,,,
1319,165,3/3/27,Oklahoma Twisters,Seattle Dragons,,,
1320,165,3/3/27,Columbus Cougars,New York Steamrollers,,,
1321,166,3/4/27,Richmond Robbers,Chicago Rockets,,,
1322,166,3/4/27,St. Louis Leopards,South Dakota Spartans,,,
1323,166,3/4/27,Iowa Rebels,Las Vegas Vipers,,,
1324,166,3/4/27,Oklahoma Twisters,New York Steamrollers,,,
1325,166,3/4/27,Raleigh Wildcats,Philadelphia Destroyers,,,
1326,166,3/4/27,Fort Worth Defenders,Montana Miners,,,
1327,166,3/4/27,Seattle Dragons,Denver Mountain Lions,,,
1328,166,3/4/27,Brooklyn Bulldogs,Honolulu Hawks,,,
1329,167,3/5/27,Nevada Archers,Cincinnati Thunderbolts,,,
1330,167,3/5/27,South Dakota Spartans,San Antonio Bandits,,,
1331,167,3/5/27,Tennessee Wolverines,Brooklyn Bulldogs,,,
1332,167,3/5/27,Puerto Rico Toros,Jacksonville Blood Hounds,,,
1333,167,3/5/27,Baltimore Oceanics,Richmond Robbers,,,
1334,167,3/5/27,Long Island Blizzard,Florida Sunshine,,,
1335,167,3/5/27,Atlanta Cobalts,New York Steamrollers,,,
1336,167,3/5/27,Lincoln Lumberjacks,Fort Worth Defenders,,,
1337,168,3/6/27,Seattle Dragons,Portland Sea Lions,,,
1338,168,3/6/27,Cincinnati Thunderbolts,Chicago Rockets,,,
1339,168,3/6/27,New Orleans Whalers,Columbus Cougars,,,
1340,168,3/6/27,South Dakota Spartans,St. Louis Leopards,,,
1341,168,3/6/27,Cleveland Demons,Houston Hammerheads,,,
1342,168,3/6/27,Florida Sunshine,Long Island Blizzard,,,
1343,168,3/6/27,New York Steamrollers,Las Vegas Vipers,,,
1344,168,3/6/27,San Antonio Bandits,Richmond Robbers,,,
1345,169,3/7/27,Houston Hammerheads,Denver Mountain Lions,,,
1346,169,3/7/27,Fort Worth Defenders,Oklahoma Twisters,,,
1347,169,3/7/27,Detroit Motors,Brooklyn Bulldogs,,,
1348,169,3/7/27,Florida Sunshine,Jacksonville Blood Hounds,,,
1349,169,3/7/27,New York Steamrollers,Philadelphia Destroyers,,,
1350,169,3/7/27,Arizona Heat,Las Vegas Vipers,,,
1351,169,3/7/27,Atlanta Cobalts,South Dakota Spartans,,,
1352,169,3/7/27,Baltimore Oceanics,Nevada Archers,,,
1353,170,3/8/27,Baltimore Oceanics,Charleston Tsunami,,,
1354,170,3/8/27,Brooklyn Bulldogs,Cincinnati Thunderbolts,,,
1355,170,3/8/27,Chicago Rockets,New Orleans Whalers,,,
1356,170,3/8/27,Denver Mountain Lions,Fort Worth Defenders,,,
1357,170,3/8/27,St. Louis Leopards,Oklahoma Twisters,,,
1358,170,3/8/27,Arizona Heat,Honolulu Hawks,,,
1359,170,3/8/27,Memphis Cannons,New York Steamrollers,,,
1360,170,3/8/27,Portland Sea Lions,Las Vegas Vipers,,,
1361,171,3/9/27,Seattle Dragons,Columbus Cougars,,,
1362,171,3/9/27,Nevada Archers,Arizona Heat,,,
1363,171,3/9/27,Fort Worth Defenders,Las Vegas Vipers,,,
1364,171,3/9/27,Lincoln Lumberjacks,St. Louis Leopards,,,
1365,171,3/9/27,Florida Sunshine,Charleston Tsunami,,,
1366,171,3/9/27,Long Island Blizzard,Baltimore Oceanics,,,
1367,171,3/9/27,Denver Mountain Lions,Oklahoma Twisters,,,
1368,171,3/9/27,Cincinnati Thunderbolts,Jacksonville Blood Hounds,,,
1369,172,3/10/27,Memphis Cannons,Florida Sunshine,,,
1370,172,3/10/27,Honolulu Hawks,Seattle Dragons,,,
1371,172,3/10/27,Cincinnati Thunderbolts,Baltimore Oceanics,,,
1372,172,3/10/27,Nevada Archers,Washington Admirals,,,
1373,172,3/10/27,Charleston Tsunami,Indianapolis Ghosts,,,
1374,172,3/10/27,Philadelphia Destroyers,New York Steamrollers,,,
1375,172,3/10/27,Long Island Blizzard,Tennessee Wolverines,,,
1376,172,3/10/27,Denver Mountain Lions,Montana Miners,,,
1377,173,3/11/27,Charleston Tsunami,Chicago Rockets,,,
1378,173,3/11/27,Washington Admirals,Cleveland Demons,,,
1379,173,3/11/27,Portland Sea Lions,Montana Miners,,,
1380,173,3/11/27,Brooklyn Bulldogs,Philadelphia Destroyers,,,
1381,173,3/11/27,Kansas City Metrostars,Iowa Rebels,,,
1382,173,3/11/27,Indianapolis Ghosts,South Dakota Spartans,,,
1383,173,3/11/27,Las Vegas Vipers,Denver Mountain Lions,,,
1384,173,3/11/27,North Dakota Bison,Memphis Cannons,,,
1385,174,3/12/27,Chicago Rockets,Cincinnati Thunderbolts,,,
1386,174,3/12/27,Portland Sea Lions,Lincoln Lumberjacks,,,
1387,174,3/12/27,New Orleans Whalers,New York Steamrollers,,,
1388,174,3/12/27,Houston Hammerheads,St. Louis Leopards,,,
1389,174,3/12/27,Baltimore Oceanics,Long Island Blizzard,,,
1390,174,3/12/27,Richmond Robbers,Atlanta Cobalts,,,
1391,174,3/12/27,Seattle Dragons,Memphis Cannons,,,
1392,174,3/12/27,North Dakota Bison,Oklahoma Twisters,,,
1393,175,3/13/27,Oklahoma Twisters,San Antonio Bandits,,,
1394,175,3/13/27,Kansas City Metrostars,Montana Miners,,,
1395,175,3/13/27,Charleston Tsunami,New Orleans Whalers,,,
1396,175,3/13/27,Columbus Cougars,Atlanta Cobalts,,,
1397,175,3/13/27,North Dakota Bison,Denver Mountain Lions,,,
1398,175,3/13/27,Honolulu Hawks,Puerto Rico Toros,,,
1399,175,3/13/27,Philadelphia Destroyers,Nevada Archers,,,
1400,175,3/13/27,Indianapolis Ghosts,Brooklyn Bulldogs,,,
1401,176,3/14/27,Indianapolis Ghosts,San Antonio Bandits,,,
1402,176,3/14/27,Long Island Blizzard,Cincinnati Thunderbolts,,,
1403,176,3/14/27,Nevada Archers,New Orleans Whalers,,,
1404,176,3/14/27,Kansas City Metrostars,Houston Hammerheads,,,
1405,176,3/14/27,New York Steamrollers,Honolulu Hawks,,,
1406,176,3/14/27,South Dakota Spartans,North Dakota Bison,,,
1407,176,3/14/27,Las Vegas Vipers,Fort Worth Defenders,,,
1408,176,3/14/27,Florida Sunshine,Raleigh Wildcats,,,
1409,177,3/15/27,Montana Miners,Washington Admirals,,,
1410,177,3/15/27,San Antonio Bandits,Memphis Cannons,,,
1411,177,3/15/27,Columbus Cougars,Jacksonville Blood Hounds,,,
1412,177,3/15/27,Oklahoma Twisters,St. Louis Leopards,,,
1413,177,3/15/27,Indianapolis Ghosts,Puerto Rico Toros,,,
1414,177,3/15/27,Raleigh Wildcats,Brooklyn Bulldogs,,,
1415,177,3/15/27,Cleveland Demons,Baltimore Oceanics,,,
1416,177,3/15/27,Honolulu Hawks,Cincinnati Thunderbolts,,,
1417,178,3/16/27,Seattle Dragons,Nevada Archers,,,
1418,178,3/16/27,Fort Worth Defenders,Iowa Rebels,,,
1419,178,3/16/27,Denver Mountain Lions,Portland Sea Lions,,,
1420,178,3/16/27,North Dakota Bison,Cleveland Demons,,,
1421,178,3/16/27,Washington Admirals,Arizona Heat,,,
1422,178,3/16/27,Oklahoma Twisters,Honolulu Hawks,,,
1423,178,3/16/27,Philadelphia Destroyers,Montana Miners,,,
1424,178,3/16/27,Cincinnati Thunderbolts,New York Steamrollers,,,
1425,179,3/17/27,Raleigh Wildcats,Montana Miners,,,
1426,179,3/17/27,Denver Mountain Lions,Honolulu Hawks,,,
1427,179,3/17/27,New Orleans Whalers,Tennessee Wolverines,,,
1428,179,3/17/27,Oklahoma Twisters,Portland Sea Lions,,,
1429,179,3/17/27,South Dakota Spartans,San Antonio Bandits,,,
1430,179,3/17/27,Chicago Rockets,Cleveland Demons,,,
1431,179,3/17/27,Houston Hammerheads,Richmond Robbers,,,
1432,179,3/17/27,New York Steamrollers,North Dakota Bison,,,
1433,180,3/18/27,Puerto Rico Toros,Florida Sunshine,,,
1434,180,3/18/27,Iowa Rebels,Oklahoma Twisters,,,
1435,180,3/18/27,Seattle Dragons,Honolulu Hawks,,,
1436,180,3/18/27,South Dakota Spartans,Baltimore Oceanics,,,
1437,180,3/18/27,Washington Admirals,Portland Sea Lions,,,
1438,180,3/18/27,Fort Worth Defenders,St. Louis Leopards,,,
1439,180,3/18/27,Richmond Robbers,Arizona Heat,,,
1440,180,3/18/27,Atlanta Cobalts,Chicago Rockets,,,
1441,181,3/19/27,South Dakota Spartans,Denver Mountain Lions,,,
1442,181,3/19/27,Kansas City Metrostars,Long Island Blizzard,,,
1443,181,3/19/27,Columbus Cougars,Indianapolis Ghosts,,,
1444,181,3/19/27,Charleston Tsunami,Raleigh Wildcats,,,
1445,181,3/19/27,New Orleans Whalers,Tennessee Wolverines,,,
1446,181,3/19/27,Honolulu Hawks,Portland Sea Lions,,,
1447,181,3/19/27,Memphis Cannons,Baltimore Oceanics,,,
1448,181,3/19/27,Puerto Rico Toros,Cincinnati Thunderbolts,,,
1449,182,3/20/27,San Antonio Bandits,Las Vegas Vipers,,,
1450,182,3/20/27,Oklahoma Twisters,Houston Hammerheads,,,
1451,182,3/20/27,Richmond Robbers,Raleigh Wildcats,,,
1452,182,3/20/27,Charleston Tsunami,Long Island Blizzard,,,
1453,182,3/20/27,Kansas City Metrostars,Brooklyn Bulldogs,,,
1454,182,3/20/27,Indianapolis Ghosts,Cincinnati Thunderbolts,,,
1455,182,3/20/27,Iowa Rebels,St. Louis Leopards,,,
1456,182,3/20/27,Memphis Cannons,Fort Worth Defenders,,,
1457,183,3/21/27,Montana Miners,Denver Mountain Lions,,,
1458,183,3/21/27,Iowa Rebels,Oklahoma Twisters,,,
1459,183,3/21/27,Chicago Rockets,Detroit Motors,,,
1460,183,3/21/27,Raleigh Wildcats,Portland Sea Lions,,,
1461,183,3/21/27,Florida Sunshine,Brooklyn Bulldogs,,,
1462,183,3/21/27,Houston Hammerheads,Arizona Heat,,,
1463,183,3/21/27,Tennessee Wolverines,Cincinnati Thunderbolts,,,
1464,183,3/21/27,Kansas City Metrostars,San Antonio Bandits,,,
1465,184,3/22/27,Fort Worth Defenders,Brooklyn Bulldogs,,,
1466,184,3/22/27,Houston Hammerheads,Memphis Cannons,,,
1467,184,3/22/27,Detroit Motors,Cleveland Demons,,,
1468,184,3/22/27,Cincinnati Thunderbolts,Tennessee Wolverines,,,
1469,184,3/22/27,Columbus Cougars,Lincoln Lumberjacks,,,
1470,184,3/22/27,Honolulu Hawks,Kansas City Metrostars,,,
1471,184,3/22/27,North Dakota Bison,Indianapolis Ghosts,,,
1472,184,3/22/27,New Orleans Whalers,Jacksonville Blood Hounds,,,
1473,185,3/23/27,Washington Admirals,Kansas City Metrostars,,,
1474,185,3/23/27,Fort Worth Defenders,Raleigh Wildcats,,,
1475,185,3/23/27,Florida Sunshine,Indianapolis Ghosts,,,
1476,185,3/23/27,Cincinnati Thunderbolts,Puerto Rico Toros,,,
1477,185,3/23/27,Lincoln Lumberjacks,Nevada Archers,,,
1478,185,3/23/27,Montana Miners,Seattle Dragons,,,
1479,185,3/23/27,New York Steamrollers,Richmond Robbers,,,
1480,185,3/23/27,Jacksonville Blood Hounds,Honolulu Hawks,,,
1481,186,3/24/27,Kansas City Metrostars,Las Vegas Vipers,,,
1482,186,3/24/27,Washington Admirals,Cincinnati Thunderbolts,,,
1483,186,3/24/27,Montana Miners,Memphis Cannons,,,
1484,186,3/24/27,Richmond Robbers,New York Steamrollers,,,
1485,186,3/24/27,Florida Sunshine,Baltimore Oceanics,,,
1486,186,3/24/27,Long Island Blizzard,Philadelphia Destroyers,,,
1487,186,3/24/27,Puerto Rico Toros,Oklahoma Twisters,,,
1488,186,3/24/27,Detroit Motors,New Orleans Whalers,,,
1489,187,3/25/27,Cleveland Demons,Puerto Rico Toros,,,
1490,187,3/25/27,Indianapolis Ghosts,Tennessee Wolverines,,,
1491,187,3/25/27,North Dakota Bison,Portland Sea Lions,,,
1492,187,3/25/27,New Orleans Whalers,Fort Worth Defenders,,,
1493,187,3/25/27,Arizona Heat,Memphis Cannons,,,
1494,187,3/25/27,South Dakota Spartans,Honolulu Hawks,,,
1495,187,3/25/27,Columbus Cougars,Chicago Rockets,,,
1496,187,3/25/27,Brooklyn Bulldogs,New York Steamrollers,,,
1497,188,3/26/27,St. Louis Leopards,Kansas City Metrostars,,,
1498,188,3/26/27,Atlanta Cobalts,Baltimore Oceanics,,,
1499,188,3/26/27,South Dakota Spartans,Lincoln Lumberjacks,,,
1500,188,3/26/27,New York Steamrollers,Nevada Archers,,,
1501,188,3/26/27,Cincinnati Thunderbolts,Detroit Motors,,,
1502,188,3/26/27,North Dakota Bison,Washington Admirals,,,
1503,188,3/26/27,Florida Sunshine,Puerto Rico Toros,,,
1504,188,3/26/27,New Orleans Whalers,Long Island Blizzard,,,
1505,189,3/27/27,Cleveland Demons,Fort Worth Defenders,,,
1506,189,3/27/27,Montana Miners,Chicago Rockets,,,
1507,189,3/27/27,Lincoln Lumberjacks,Iowa Rebels,,,
1508,189,3/27/27,Cincinnati Thunderbolts,Indianapolis Ghosts,,,
1509,189,3/27/27,Columbus Cougars,Richmond Robbers,,,
1510,189,3/27/27,South Dakota Spartans,Memphis Cannons,,,
1511,189,3/27/27,Arizona Heat,Portland Sea Lions,,,
1512,189,3/27/27,Honolulu Hawks,Las Vegas Vipers,,,
1513,190,3/28/27,Lincoln Lumberjacks,Raleigh Wildcats,,,
1514,190,3/28/27,Florida Sunshine,Columbus Cougars,,,
1515,190,3/28/27,St. Louis Leopards,Memphis Cannons,,,
1516,190,3/28/27,Long Island Blizzard,North Dakota Bison,,,
1517,190,3/28/27,Las Vegas Vipers,Denver Mountain Lions,,,
1518,190,3/28/27,Baltimore Oceanics,Richmond Robbers,,,
1519,190,3/28/27,Nevada Archers,Cleveland Demons,,,
1520,190,3/28/27,San Antonio Bandits,Charleston Tsunami,,,
1521,191,3/29/27,Honolulu Hawks,Houston Hammerheads,,,
1522,191,3/29/27,Richmond Robbers,Brooklyn Bulldogs,,,
1523,191,3/29/27,Arizona Heat,North Dakota Bison,,,
1524,191,3/29/27,Fort Worth Defenders,Lincoln Lumberjacks,,,
1525,191,3/29/27,Baltimore Oceanics,Indianapolis Ghosts,,,
1526,191,3/29/27,Memphis Cannons,Long Island Blizzard,,,
1527,191,3/29/27,Jacksonville Blood Hounds,Seattle Dragons,,,
1528,191,3/29/27,Tennessee Wolverines,Cleveland Demons,,,
1529,192,3/30/27,Memphis Cannons,Richmond Robbers,,,
1530,192,3/30/27,Cincinnati Thunderbolts,Chicago Rockets,,,
1531,192,3/30/27,Long Island Blizzard,Washington Admirals,,,
1532,192,3/30/27,Las Vegas Vipers,Portland Sea Lions,,,
1533,192,3/30/27,Baltimore Oceanics,Brooklyn Bulldogs,,,
1534,192,3/30/27,Indianapolis Ghosts,New Orleans Whalers,,,
1535,192,3/30/27,St. Louis Leopards,Iowa Rebels,,,
1536,192,3/30/27,Charleston Tsunami,Philadelphia Destroyers,,,
1537,193,3/31/27,Washington Admirals,Portland Sea Lions,,,
1538,193,3/31/27,Fort Worth Defenders,Memphis Cannons,,,
1539,193,3/31/27,Las Vegas Vipers,Nevada Archers,,,
1540,193,3/31/27,Atlanta Cobalts,Florida Sunshine,,,
1541,193,3/31/27,Chicago Rockets,Baltimore Oceanics,,,
1542,193,3/31/27,Richmond Robbers,Seattle Dragons,,,
1543,193,3/31/27,Charleston Tsunami,Long Island Blizzard,,,
1544,193,3/31/27,New Orleans Whalers,Indianapolis Ghosts,,,
1545,194,4/1/27,Iowa Rebels,Montana Miners,,,
1546,194,4/1/27,Philadelphia Destroyers,Baltimore Oceanics,,,
1547,194,4/1/27,Raleigh Wildcats,Florida Sunshine,,,
1548,194,4/1/27,Oklahoma Twisters,Houston Hammerheads,,,
1549,194,4/1/27,Indianapolis Ghosts,New York Steamrollers,,,
1550,194,4/1/27,Memphis Cannons,South Dakota Spartans,,,
1551,194,4/1/27,Washington Admirals,North Dakota Bison,,,
1552,194,4/1/27,St. Louis Leopards,Nevada Archers,,,
1553,195,4/2/27,Columbus Cougars,New Orleans Whalers,,,
1554,195,4/2/27,Atlanta Cobalts,Memphis Cannons,,,
1555,195,4/2/27,Honolulu Hawks,Denver Mountain Lions,,,
1556,195,4/2/27,Seattle Dragons,Arizona Heat,,,
1557,195,4/2/27,Florida Sunshine,Tennessee Wolverines,,,
1558,195,4/2/27,Portland Sea Lions,North Dakota Bison,,,
1559,195,4/2/27,Montana Miners,Fort Worth Defenders,,,
1560,195,4/2/27,Cleveland Demons,Indianapolis Ghosts,,,
1561,196,4/3/27,St. Louis Leopards,Kansas City Metrostars,,,
1562,196,4/3/27,Florida Sunshine,Honolulu Hawks,,,
1563,196,4/3/27,Seattle Dragons,Cincinnati Thunderbolts,,,
1564,196,4/3/27,Richmond Robbers,Baltimore Oceanics,,,
1565,196,4/3/27,Portland Sea Lions,Nevada Archers,,,
1566,196,4/3/27,Cleveland Demons,Memphis Cannons,,,
1567,196,4/3/27,Jacksonville Blood Hounds,Columbus Cougars,,,
1568,196,4/3/27,Long Island Blizzard,New York Steamrollers,,,
1569,197,4/4/27,Baltimore Oceanics,New York Steamrollers,,,
1570,197,4/4/27,Portland Sea Lions,Indianapolis Ghosts,,,
1571,197,4/4/27,Arizona Heat,St. Louis Leopards,,,
1572,197,4/4/27,Puerto Rico Toros,Raleigh Wildcats,,,
1573,197,4/4/27,Atlanta Cobalts,Iowa Rebels,,,
1574,197,4/4/27,San Antonio Bandits,Houston Hammerheads,,,
1575,197,4/4/27,Denver Mountain Lions,Seattle Dragons,,,
1576,197,4/4/27,Memphis Cannons,Lincoln Lumberjacks,,,
1577,198,4/5/27,Philadelphia Destroyers,Florida Sunshine,,,
1578,198,4/5/27,Arizona Heat,Indianapolis Ghosts,,,
1579,198,4/5/27,Brooklyn Bulldogs,New York Steamrollers,,,
1580,198,4/5/27,Puerto Rico Toros,Detroit Motors,,,
1581,198,4/5/27,Nevada Archers,Washington Admirals,,,
1582,198,4/5/27,Tennessee Wolverines,Richmond Robbers,,,
1583,198,4/5/27,Honolulu Hawks,Seattle Dragons,,,
1584,198,4/5/27,Chicago Rockets,San Antonio Bandits,,,
1585,199,4/6/27,Indianapolis Ghosts,Baltimore Oceanics,,,
1586,199,4/6/27,Richmond Robbers,Honolulu Hawks,,,
1587,199,4/6/27,Arizona Heat,Chicago Rockets,,,
1588,199,4/6/27,Long Island Blizzard,New York Steamrollers,,,
1589,199,4/6/27,Charleston Tsunami,Tennessee Wolverines,,,
1590,199,4/6/27,Brooklyn Bulldogs,North Dakota Bison,,,
1591,199,4/6/27,Las Vegas Vipers,Oklahoma Twisters,,,
1592,199,4/6/27,Raleigh Wildcats,Jacksonville Blood Hounds,,,
1593,200,4/7/27,Raleigh Wildcats,Florida Sunshine,,,
1594,200,4/7/27,Lincoln Lumberjacks,Denver Mountain Lions,,,
1595,200,4/7/27,South Dakota Spartans,Iowa Rebels,,,
1596,200,4/7/27,Charleston Tsunami,Richmond Robbers,,,
1597,200,4/7/27,Arizona Heat,Portland Sea Lions,,,
1598,200,4/7/27,North Dakota Bison,Montana Miners,,,
1599,200,4/7/27,Columbus Cougars,Detroit Motors,,,
1600,200,4/7/27,New York Steamrollers,Indianapolis Ghosts,,,
1601,201,4/8/27,Atlanta Cobalts,Philadelphia Destroyers,,,
1602,201,4/8/27,South Dakota Spartans,Houston Hammerheads,,,
1603,201,4/8/27,Portland Sea Lions,Denver Mountain Lions,,,
1604,201,4/8/27,Washington Admirals,Montana Miners,,,
1605,201,4/8/27,Honolulu Hawks,Las Vegas Vipers,,,
1606,201,4/8/27,Jacksonville Blood Hounds,New York Steamrollers,,,
1607,201,4/8/27,Seattle Dragons,St. Louis Leopards,,,
1608,201,4/8/27,Iowa Rebels,Arizona Heat,,,
1609,202,4/9/27,Detroit Motors,Raleigh Wildcats,,,
1610,202,4/9/27,Florida Sunshine,Long Island Blizzard,,,
1611,202,4/9/27,Memphis Cannons,San Antonio Bandits,,,
1612,202,4/9/27,Chicago Rockets,Iowa Rebels,,,
1613,202,4/9/27,St. Louis Leopards,Montana Miners,,,
1614,202,4/9/27,Kansas City Metrostars,South Dakota Spartans,,,
1615,202,4/9/27,Honolulu Hawks,Columbus Cougars,,,
1616,202,4/9/27,Tennessee Wolverines,Cleveland Demons,,,
1617,203,4/10/27,Chicago Rockets,Charleston Tsunami,,,
1618,203,4/10/27,Portland Sea Lions,Oklahoma Twisters,,,
1619,203,4/10/27,Richmond Robbers,Las Vegas Vipers,,,
1620,203,4/10/27,Nevada Archers,Kansas City Metrostars,,,
1621,203,4/10/27,Puerto Rico Toros,Columbus Cougars,,,
1622,203,4/10/27,Denver Mountain Lions,Washington Admirals,,,
1623,203,4/10/27,Memphis Cannons,Houston Hammerheads,,,
1624,203,4/10/27,Iowa Rebels,Baltimore Oceanics,,,
1625,204,4/11/27,Detroit Motors,Indianapolis Ghosts,,,
1626,204,4/11/27,Richmond Robbers,Philadelphia Destroyers,,,
1627,204,4/11/27,New York Steamrollers,Charleston Tsunami,,,
1628,204,4/11/27,Columbus Cougars,Chicago Rockets,,,
1629,204,4/11/27,Arizona Heat,Iowa Rebels,,,
1630,204,4/11/27,Houston Hammerheads,Nevada Archers,,,
1631,204,4/11/27,New Orleans Whalers,Raleigh Wildcats,,,
1632,204,4/11/27,Washington Admirals,North Dakota Bison,,,
1633,205,4/12/27,Cincinnati Thunderbolts,Raleigh Wildcats,,,
1634,205,4/12/27,Philadelphia Destroyers,Charleston Tsunami,,,
1635,205,4/12/27,North Dakota Bison,Detroit Motors,,,
1636,205,4/12/27,Puerto Rico Toros,Cleveland Demons,,,
1637,205,4/12/27,Denver Mountain Lions,San Antonio Bandits,,,
1638,205,4/12/27,Atlanta Cobalts,Tennessee Wolverines,,,
1639,205,4/12/27,Iowa Rebels,South Dakota Spartans,,,
1640,205,4/12/27,Honolulu Hawks,Arizona Heat,,,
